Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Royce O'Neale,SF,2409,-1.7,0.6,0.5,onealro01,BRK,2023
Nic Claxton,C,2271,0.9,2.2,2.9,claxtni01,BRK,2023
Joe Harris,SF,1527,-0.6,-0.6,0.3,harrijo01,BRK,2023
Kyrie Irving,PG,1478,4.6,-0.8,2.2,irvinky01,BRK,2023
Kevin Durant,PF,1403,5.8,1.2,3.2,duranke01,BRK,2023
Seth Curry,SG,1211,-1.2,-0.9,0.0,curryse01,BRK,2023
Ben Simmons,PG,1105,-2.2,2.6,0.7,simmobe01,BRK,2023
Cam Thomas,SG,948,-0.7,-2.0,-0.2,thomaca02,BRK,2023
Yuta Watanabe,SF,928,-0.4,-0.2,0.3,watanyu01,BRK,2023
Mikal Bridges,SG,923,4.0,-0.8,1.2,bridgmi01,BRK,2023
Spencer Dinwiddie,PG,917,0.7,-0.5,0.5,dinwisp01,BRK,2023
Cameron Johnson,PF,770,1.4,0.6,0.8,johnsca02,BRK,2023
Edmond Sumner,SG,736,-2.4,-0.2,-0.1,sumneed01,BRK,2023
Dorian Finney-Smith,PF,721,-3.3,-0.4,-0.3,finnedo01,BRK,2023
Patty Mills,PG,567,-1.4,-1.7,-0.2,millspa02,BRK,2023
Day'Ron Sharpe,C,552,-1.8,-0.6,0.0,sharpda01,BRK,2023
T.J. Warren,PF,490,-1.4,-0.6,0.0,warretj01,BRK,2023
Markieff Morris,PF,285,-1.8,-0.1,0.0,morrima02,BRK,2023
David Duke Jr.,SG,228,-6.3,-1.0,-0.3,dukeda01,BRK,2023
Dru Smith,SG,91,-2.1,2.7,0.1,smithdr01,BRK,2023
Kessler Edwards,SF,79,-6.7,-3.0,-0.2,edwarke02,BRK,2023
Nerlens Noel,C,43,-11.3,1.0,-0.1,noelne01,BRK,2023
RaiQuan Gray,PF,35,-0.6,-1.4,0.0,grayra01,BRK,2023
Moses Brown,C,6,-12.7,2.8,0.0,brownmo01,BRK,2023
Alondes Williams,SG,5,-21.3,-5.2,0.0,willial06,BRK,2023
