Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Andrew Wiggins,25,PF,71,71,2364,15.0,.568,.348,.225,3.7,11.8,7.8,10.9,1.3,2.6,9.8,23.3,1.2,2.7,3.9,.080,0.0,-0.4,-0.4,1.0,,wiggian01
2,Stephen Curry,32,PG,63,63,2152,26.3,.655,.587,.289,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,6.5,2.5,9.0,.201,8.3,0.4,8.7,5.8,MVP-3ASNBA1,curryst01
3,Draymond Green,30,PF,63,63,1982,13.3,.530,.332,.232,3.0,20.8,12.0,36.4,2.5,2.3,31.0,13.1,1.2,3.4,4.6,.112,-1.6,3.3,1.7,1.9,DPOY-3DEF1,greendr01
4,Kelly Oubre Jr.,25,SF,55,50,1687,13.3,.529,.394,.244,5.2,15.4,10.4,6.5,1.6,2.2,8.0,22.1,0.0,2.2,2.2,.062,-1.4,-0.5,-1.9,0.0,,oubreke01
5,Kent Bazemore,31,SF,67,18,1333,10.6,.564,.469,.199,2.1,16.0,9.1,11.1,2.4,2.2,16.1,16.3,-0.2,2.1,1.8,.065,-2.9,1.7,-1.2,0.2,,bazemke01
6,Kevon Looney,24,C,61,34,1161,11.9,.575,.086,.244,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,2.0,1.4,3.4,.139,-1.8,1.0,-0.9,0.3,,looneke01
7,Juan Toscano-Anderson,27,SG,53,16,1107,12.6,.676,.440,.148,2.8,19.6,11.3,18.1,1.7,2.1,21.5,11.0,1.4,1.6,3.0,.130,-1.4,2.2,0.8,0.8,,toscaju01
8,Damion Lee,28,SG,57,1,1079,11.8,.636,.708,.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1.4,1.3,2.7,.119,-0.7,0.9,0.2,0.6,,leeda03
9,Jordan Poole,21,SG,51,7,988,15.1,.581,.582,.251,1.6,8.2,5.0,15.4,1.2,0.8,8.8,25.0,1.1,0.9,1.9,.094,0.7,-1.2,-0.5,0.4,,poolejo01
10,James Wiseman,19,C,39,27,836,13.1,.552,.103,.234,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,-0.4,1.2,0.7,.042,-4.0,-1.0,-5.0,-0.6,,wisemja01
11,Mychal Mulder,26,PG,60,6,766,10.8,.613,.808,.083,1.1,7.1,4.2,4.8,0.7,1.4,5.5,16.2,0.6,0.6,1.2,.075,-0.6,-1.2,-1.8,0.0,,muldemy01
12,Eric Paschall,24,PF,40,2,695,13.4,.561,.181,.315,4.3,15.1,9.8,11.4,0.8,0.9,11.2,23.5,0.2,0.7,0.9,.062,-1.8,-0.9,-2.7,-0.1,,pascher01
13,Brad Wanamaker,31,PG,39,0,625,8.5,.468,.353,.324,1.4,9.8,5.6,20.8,2.0,0.8,15.8,16.0,-0.2,0.7,0.5,.036,-4.4,0.9,-3.5,-0.2,,wanambr01
14,Nico Mannion,19,PG,30,1,364,9.3,.487,.526,.246,1.8,11.5,6.7,25.6,2.1,0.2,19.7,18.5,-0.2,0.4,0.2,.029,-3.4,-0.5,-3.9,-0.2,,mannini01
15,Alen Smailagić,20,PF,15,1,84,8.9,.472,.370,.222,7.7,12.5,10.1,6.5,1.7,5.2,14.4,17.6,-0.1,0.1,0.0,.015,-4.9,-0.4,-5.3,-0.1,,smailal01
16,Gary Payton II,28,PG,10,0,40,29.2,.847,.308,.308,5.4,23.6,14.6,4.1,7.0,2.2,6.3,16.8,0.2,0.1,0.3,.331,1.0,8.2,9.2,0.1,,paytoga02
17,Marquese Chriss,23,PF,2,0,27,11.8,.412,.357,.286,12.0,38.9,25.6,11.0,0.0,6.5,11.3,28.1,-0.1,0.1,0.0,-0.030,-2.4,0.3,-2.1,0.0,,chrisma01
18,Jordan Bell,26,C,1,0,15,5.6,.174,.000,1.000,7.2,28.0,17.7,15.5,0.0,11.8,25.8,11.1,0.0,0.0,0.0,-0.026,-8.3,1.7,-6.5,0.0,,belljo01
