Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Jayson Tatum,22,SF,64,64,2290,21.3,.576,.368,.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,4.1,2.5,6.5,.137,4.2,-0.3,3.9,3.4,AS,tatumja01
2,Jaylen Brown,24,SG,58,58,1999,19.9,.586,.370,.225,3.9,15.5,9.7,16.5,1.8,1.5,11.5,29.7,2.8,2.0,4.8,.115,3.2,-0.7,2.5,2.3,AS,brownja02
3,Marcus Smart,26,PG,48,45,1581,13.8,.539,.553,.318,2.5,9.3,5.9,23.6,2.2,1.4,14.2,18.4,1.8,1.5,3.3,.100,-0.4,0.2,-0.3,0.7,,smartma01
4,Kemba Walker,30,PG,43,43,1369,17.7,.559,.522,.220,1.3,12.6,6.9,23.8,1.7,0.8,10.6,26.1,2.1,1.1,3.3,.115,2.8,-0.7,2.1,1.4,,walkeke02
5,Tristan Thompson,29,C,54,43,1287,14.2,.540,.009,.368,14.5,23.5,19.0,7.2,0.9,2.4,14.1,14.8,1.5,1.4,2.9,.107,-1.5,-1.0,-2.5,-0.2,,thomptr01
6,Payton Pritchard,23,SG,66,4,1268,12.4,.582,.593,.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,.095,-0.3,-0.4,-0.7,0.4,,pritcpa01
7,Grant Williams,22,PF,63,9,1138,7.5,.546,.522,.206,4.7,12.8,8.7,7.4,1.4,2.0,17.2,12.3,0.1,1.0,1.1,.046,-4.0,0.3,-3.7,-0.5,,willigr01
8,Daniel Theis,28,C,42,37,1027,15.0,.625,.330,.233,5.8,18.1,11.9,9.3,1.2,3.9,11.4,15.0,1.7,1.2,2.9,.134,-0.6,1.0,0.4,0.6,,theisda01
9,Robert Williams,23,C,52,13,985,25.7,.719,.008,.283,14.9,25.6,20.2,14.2,2.1,8.6,15.2,15.0,3.4,1.9,5.3,.258,2.9,3.1,6.0,2.0,,williro04
10,Semi Ojeleye,26,PF,56,15,950,8.3,.553,.715,.145,3.6,13.7,8.6,5.1,0.9,0.0,8.2,11.6,0.7,0.6,1.2,.063,-1.7,-0.7,-2.4,-0.1,,ojelese01
11,Aaron Nesmith,21,SF,46,1,669,9.4,.573,.607,.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,.076,-2.8,-0.4,-3.2,-0.2,,nesmiaa01
12,Jeff Teague,32,PG,34,5,616,11.4,.542,.298,.324,1.8,8.6,5.2,16.2,2.1,1.1,15.4,17.7,0.3,0.5,0.8,.062,-2.4,-0.3,-2.7,-0.1,,teaguje01
13,Evan Fournier,28,SF,16,10,472,14.1,.584,.552,.081,1.2,11.4,6.3,14.9,2.1,2.0,9.6,18.0,0.6,0.5,1.1,.111,0.1,0.1,0.3,0.3,,fournev01
14,Javonte Green,27,SF,25,2,345,11.8,.624,.310,.423,6.4,10.4,8.4,4.3,2.5,0.5,13.4,12.1,0.4,0.3,0.8,.105,-1.7,1.3,-0.5,0.1,,greenja02
15,Romeo Langford,21,SG,18,4,283,5.1,.436,.305,.203,4.7,9.1,6.9,5.9,1.0,1.7,13.5,11.3,-0.2,0.2,0.0,.003,-4.9,0.2,-4.6,-0.2,,langfro01
16,Carsen Edwards,22,SG,31,1,276,10.2,.527,.568,.117,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,0.1,0.2,0.3,.051,-3.2,-1.3,-4.5,-0.2,,edwarca01
17,Luke Kornet,25,C,18,2,254,14.5,.534,.486,.027,5.7,17.2,11.4,10.9,0.4,9.2,7.4,13.7,0.3,0.3,0.6,.113,-0.8,1.8,0.9,0.2,,kornelu01
18,Tremont Waters,23,PG,26,3,238,14.6,.541,.452,.202,2.3,7.5,4.9,36.4,3.1,0.4,22.8,21.4,0.2,0.2,0.4,.080,0.4,-0.1,0.3,0.1,,watertr01
19,Jabari Parker,25,PF,10,0,138,16.6,.596,.208,.271,7.2,22.0,14.5,10.8,0.4,2.7,11.5,18.9,0.2,0.1,0.3,.121,0.4,0.2,0.7,0.1,,parkeja01
20,Tacko Fall,25,C,19,0,136,19.6,.660,.000,.517,13.0,29.7,21.3,3.1,0.4,13.7,14.4,13.2,0.2,0.3,0.5,.177,-1.7,2.9,1.2,0.1,,fallta01
21,Moritz Wagner,23,C,9,1,61,-1.0,.370,.429,.143,5.4,29.4,17.3,12.4,0.0,1.5,37.7,16.9,-0.2,0.1,-0.2,-0.146,-10.0,-0.3,-10.3,-0.1,,wagnemo01
