Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Miles Bridges,PF,2837,1.8,-0.3,2.5,bridgmi02,CHO,2022
Terry Rozier,SG,2458,2.4,-0.7,2.3,roziete01,CHO,2022
LaMelo Ball,PG,2422,3.3,0.1,3.3,ballla01,CHO,2022
Kelly Oubre Jr.,SF,1999,0.2,-1.6,0.3,oubreke01,CHO,2022
Cody Martin,SF,1866,-1.2,0.7,0.7,martico01,CHO,2022
Mason Plumlee,C,1793,-1.5,1.5,0.9,plumlma01,CHO,2022
P.J. Washington,C,1768,-0.2,0.2,0.9,washipj01,CHO,2022
Gordon Hayward,SF,1564,0.1,-0.8,0.5,haywago01,CHO,2022
Jalen McDaniels,SF,895,-1.9,-0.4,-0.1,mcdanja01,CHO,2022
Montrezl Harrell,C,524,2.6,-0.8,0.5,harremo01,CHO,2022
Ish Smith,PG,511,-3.7,-0.7,-0.3,smithis01,CHO,2022
Nick Richards,C,367,-2.6,-0.2,-0.1,richani01,CHO,2022
James Bouknight,SG,304,-3.4,-3.7,-0.4,bouknja01,CHO,2022
JT Thor,PF,262,-3.1,0.1,-0.1,thorjt01,CHO,2022
Isaiah Thomas,PG,219,-0.1,-2.6,0.0,thomais02,CHO,2022
Kai Jones,C,63,-5.2,-1.4,-0.1,joneska01,CHO,2022
Vernon Carey Jr.,C,17,-2.8,-5.2,0.0,careyve01,CHO,2022
Scottie Lewis,SG,7,0.0,5.9,0.0,lewissc01,CHO,2022
Arnoldas Kulboka,SF,5,-14.7,-7.1,0.0,kulboar01,CHO,2022
