Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Russell Westbrook,PG,2678,-0.7,-0.9,0.2,westbru01,LAL,2022
Malik Monk,SG,2139,0.5,-1.0,0.8,monkma01,LAL,2022
LeBron James,C,2084,6.9,0.8,5.1,jamesle01,LAL,2022
Carmelo Anthony,PF,1793,0.4,-0.8,0.7,anthoca01,LAL,2022
Talen Horton-Tucker,SG,1511,-3.2,-0.2,-0.5,hortota01,LAL,2022
Austin Reaves,SG,1418,-1.3,-0.6,0.0,reaveau01,LAL,2022
Avery Bradley,SG,1406,-3.5,-0.1,-0.6,bradlav01,LAL,2022
Anthony Davis,C,1404,2.6,1.2,2.0,davisan02,LAL,2022
Stanley Johnson,PF,1094,-2.8,0.1,-0.2,johnsst04,LAL,2022
Dwight Howard,C,971,-0.2,0.0,0.4,howardw01,LAL,2022
Wayne Ellington,SG,810,-0.7,-0.6,0.1,ellinwa01,LAL,2022
Kent Bazemore,SF,545,-5.1,0.8,-0.3,bazemke01,LAL,2022
Trevor Ariza,SF,462,-3.3,-0.2,-0.2,arizatr01,LAL,2022
DeAndre Jordan,C,408,-1.5,0.9,0.2,jordade01,LAL,2022
D.J. Augustin,PG,373,-1.0,-1.6,-0.1,augusdj01,LAL,2022
Wenyen Gabriel,PF,311,-3.3,-2.3,-0.3,gabriwe01,LAL,2022
Rajon Rondo,PG,289,-4.8,0.3,-0.2,rondora01,LAL,2022
Isaiah Thomas,PG,101,-6.0,-2.5,-0.2,thomais02,LAL,2022
Mason Jones,SG,51,-1.2,0.3,0.0,jonesma05,LAL,2022
Darren Collison,PG,37,-10.0,-0.9,-0.1,collida01,LAL,2022
Mac McClung,SG,22,-8.6,-0.2,0.0,mccluma01,LAL,2022
Chaundee Brown Jr.,SF,21,-11.6,-5.0,-0.1,brownch05,LAL,2022
Jay Huff,C,20,-8.3,0.9,0.0,huffja01,LAL,2022
Sekou Doumbouya,PF,16,8.8,10.0,0.1,doumbse01,LAL,2022
Jemerrio Jones,SF,15,-1.1,0.1,0.0,jonesje01,LAL,2022
