Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Mikal Bridges,SF,2854,0.5,1.1,2.6,bridgmi01,PHO,2022
Devin Booker,SG,2345,3.9,0.2,3.6,bookede01,PHO,2022
Chris Paul,PG,2139,3.1,2.3,4.0,paulch01,PHO,2022
Jae Crowder,PF,1886,-1.3,2.4,1.5,crowdja01,PHO,2022
Cameron Johnson,PF,1730,2.0,0.7,2.1,johnsca02,PHO,2022
Deandre Ayton,C,1713,2.2,0.6,2.1,aytonde01,PHO,2022
Landry Shamet,SG,1437,-0.9,-0.4,0.3,shamela01,PHO,2022
Cameron Payne,PG,1278,-0.4,0.4,0.7,payneca01,PHO,2022
JaVale McGee,C,1172,-0.1,0.9,0.8,mcgeeja01,PHO,2022
Torrey Craig,SF,562,-1.9,0.9,0.1,craigto01,PHO,2022
Elfrid Payton,PG,549,-4.6,1.2,-0.2,paytoel01,PHO,2022
Bismack Biyombo,C,506,-1.7,0.4,0.1,biyombi01,PHO,2022
Jalen Smith,PF,382,-1.9,-0.5,0.0,smithja04,PHO,2022
Ish Wainright,PF,359,-3.0,1.0,0.0,wainris01,PHO,2022
Aaron Holiday,PG,358,-1.0,0.3,0.1,holidaa01,PHO,2022
Frank Kaminsky,C,181,2.4,2.5,0.3,kaminfr01,PHO,2022
Abdel Nader,SF,145,-7.1,2.2,-0.1,naderab01,PHO,2022
Gabriel Lundberg,SG,44,-5.3,0.5,0.0,lundbga01,PHO,2022
Justin Jackson,SF,35,-2.5,-0.9,0.0,jacksju01,PHO,2022
Chandler Hutchison,SF,22,-8.0,-0.5,0.0,hutchch01,PHO,2022
Emanuel Terry,PF,18,-13.0,-5.3,-0.1,terryem01,PHO,2022
M.J. Walker,SG,8,-15.8,6.2,0.0,walkemj01,PHO,2022
Paris Bass,SF,7,-11.2,-1.2,0.0,basspa01,PHO,2022
