Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Anfernee Simons,SG,1681,1.9,-2.7,0.5,simonan01,POR,2022
Jusuf Nurkić,C,1579,0.1,0.2,0.9,nurkiju01,POR,2022
Robert Covington,PF,1431,-2.8,1.6,0.3,covinro01,POR,2022
Norman Powell,SF,1333,0.6,-1.6,0.3,powelno01,POR,2022
Ben McLemore,SG,1285,-0.7,-2.5,-0.4,mclembe01,POR,2022
CJ McCollum,SG,1267,1.8,-1.7,0.7,mccolcj01,POR,2022
CJ Elleby,SF,1174,-3.8,-1.5,-1.0,ellebcj01,POR,2022
Nassir Little,SF,1088,-0.9,-0.6,0.2,littlna01,POR,2022
Damian Lillard,PG,1056,4.0,-2.7,0.9,lillada01,POR,2022
Trendon Watford,SF,869,-1.4,-0.4,0.1,watfotr01,POR,2022
Larry Nance Jr.,C,858,-0.3,0.6,0.5,nancela02,POR,2022
Drew Eubanks,C,650,0.8,-2.3,0.1,eubandr01,POR,2022
Greg Brown III,SF,640,-4.0,-0.7,-0.4,browngr01,POR,2022
Brandon Williams,PG,640,-2.6,-3.1,-0.6,willibr03,POR,2022
Dennis Smith Jr.,PG,638,-2.8,1.2,0.1,smithde03,POR,2022
Keon Johnson,SG,562,-3.5,-2.5,-0.6,johnske07,POR,2022
Tony Snell,SG,546,-4.1,-1.0,-0.4,snellto01,POR,2022
Josh Hart,SG,417,2.7,-1.0,0.4,hartjo01,POR,2022
Cody Zeller,C,355,-1.2,-1.0,0.0,zelleco01,POR,2022
Keljin Blevins,SF,349,-5.6,-2.9,-0.6,blevike01,POR,2022
Kris Dunn,PG,336,-4.6,-0.8,-0.3,dunnkr01,POR,2022
Elijah Hughes,SG,322,-6.6,-2.3,-0.6,hugheel01,POR,2022
Justise Winslow,PF,295,-1.3,-0.7,0.0,winslju01,POR,2022
Reggie Perry,PF,177,-2.8,-1.0,-0.1,perryre01,POR,2022
Didi Louzada,SG,122,-4.1,-3.1,-0.2,louzama01,POR,2022
Cameron McGriff,SF,46,-1.0,-3.0,0.0,mcgrica01,POR,2022
Jarron Cumberland,SG,12,-4.4,-2.2,0.0,cumbeja01,POR,2022
