Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
DeMar DeRozan,PF,2743,3.4,-0.9,3.1,derozde01,CHI,2022
Nikola Vučević,C,2418,0.8,0.1,1.8,vucevni01,CHI,2022
Zach LaVine,SG,2328,3.9,-1.5,2.6,lavinza01,CHI,2022
Ayo Dosunmu,SG,2110,-1.9,-0.1,0.0,dosunay01,CHI,2022
Coby White,PG,1675,-0.4,-1.7,0.0,whiteco01,CHI,2022
Javonte Green,SF,1519,-0.6,0.7,0.8,greenja02,CHI,2022
Lonzo Ball,PG,1212,0.9,1.6,1.4,balllo01,CHI,2022
Alex Caruso,SG,1147,-2.2,2.3,0.6,carusal01,CHI,2022
Troy Brown Jr.,SF,1055,-1.7,-0.2,0.1,browntr01,CHI,2022
Derrick Jones Jr.,PF,899,-1.5,0.5,0.2,jonesde02,CHI,2022
Tony Bradley,C,549,-2.0,0.2,0.0,bradlto01,CHI,2022
Matt Thomas,SG,459,-1.2,-1.5,-0.1,thomama02,CHI,2022
Patrick Williams,PF,422,-0.9,-0.7,0.0,willipa01,CHI,2022
Tristan Thompson,C,376,-0.9,-0.8,0.0,thomptr01,CHI,2022
Alfonzo McKinnie,SF,206,-5.6,-3.4,-0.4,mckinal01,CHI,2022
Tyler Cook,PF,200,-3.0,-1.1,-0.1,cookty01,CHI,2022
Malcolm Hill,SF,166,-1.5,-1.6,0.0,hillma01,CHI,2022
Alize Johnson,PF,121,-3.4,-0.6,-0.1,johnsal02,CHI,2022
Devon Dotson,PG,85,-3.4,-1.5,-0.1,dotsode01,CHI,2022
Marko Simonovic,C,35,-6.1,-5.0,-0.1,simonma01,CHI,2022
Mac McClung,PG,3,-6.9,-8.4,0.0,mccluma01,CHI,2022
Jordan Bell,C,2,-8.1,10.8,0.0,belljo01,CHI,2022
