Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Nikola Jokić,C,2476,9.2,4.5,9.8,jokicni01,DEN,2022
Aaron Gordon,PF,2376,0.5,-1.1,0.9,gordoaa01,DEN,2022
Will Barton,SG,2277,0.4,-0.9,0.9,bartowi01,DEN,2022
Monte Morris,PG,2239,0.8,-0.8,1.1,morrimo01,DEN,2022
Jeff Green,PF,1849,-1.2,-1.3,-0.2,greenje02,DEN,2022
Austin Rivers,SG,1480,-3.5,-0.3,-0.7,riverau01,DEN,2022
Bones Hyland,SG,1310,0.3,-0.7,0.5,hylanbo01,DEN,2022
Facundo Campazzo,PG,1184,-2.1,1.3,0.4,campafa01,DEN,2022
JaMychal Green,PF,1085,-2.0,0.1,0.0,greenja01,DEN,2022
Zeke Nnaji,PF,698,-0.7,-1.6,0.0,nnajize01,DEN,2022
Davon Reed,SG,668,-0.6,0.3,0.3,reedda01,DEN,2022
Bryn Forbes,SG,610,-1.1,-3.2,-0.4,forbebr01,DEN,2022
DeMarcus Cousins,C,431,-2.8,-0.2,-0.1,couside01,DEN,2022
PJ Dozier,SG,340,-3.0,1.0,0.0,doziepj01,DEN,2022
Michael Porter Jr.,SF,265,-3.9,0.5,-0.1,portemi01,DEN,2022
Vlatko Čančar,PF,176,-0.9,-0.9,0.0,cancavl01,DEN,2022
Markus Howard,SG,176,0.8,-2.0,0.0,howarma02,DEN,2022
Bol Bol,PF,81,-0.5,-0.4,0.0,bolbo01,DEN,2022
Petr Cornelie,PF,38,-6.1,-2.7,-0.1,cornepe01,DEN,2022
Rayjon Tucker,SG,29,0.6,1.3,0.0,tuckera01,DEN,2022
James Ennis III,SF,14,-7.2,-4.0,0.0,ennisja01,DEN,2022
Carlik Jones,PG,4,-3.0,-3.7,0.0,jonesca03,DEN,2022
