Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Jayson Tatum,SF,2731,4.3,0.6,4.8,tatumja01,BOS,2022
Marcus Smart,PG,2296,-1.2,1.7,1.5,smartma01,BOS,2022
Jaylen Brown,SF,2220,1.9,0.1,2.2,brownja02,BOS,2022
Al Horford,C,2005,1.4,2.9,3.2,horfoal01,BOS,2022
Grant Williams,PF,1875,-1.4,1.1,0.8,willigr01,BOS,2022
Robert Williams,C,1804,2.4,3.1,3.4,williro04,BOS,2022
Dennis Schröder,PG,1433,-1.2,0.0,0.3,schrode01,BOS,2022
Josh Richardson,SG,1087,-1.0,1.2,0.6,richajo01,BOS,2022
Payton Pritchard,PG,1001,1.7,0.1,1.0,pritcpa01,BOS,2022
Romeo Langford,SG,728,-2.3,1.1,0.2,langfro01,BOS,2022
Derrick White,SG,713,-1.4,0.5,0.2,whitede01,BOS,2022
Aaron Nesmith,SF,574,-4.9,0.7,-0.3,nesmiaa01,BOS,2022
Enes Freedom,C,411,-1.2,-0.2,0.1,kanteen01,BOS,2022
Daniel Theis,C,393,-1.0,0.9,0.2,theisda01,BOS,2022
Sam Hauser,SF,158,2.7,-0.3,0.2,hausesa01,BOS,2022
Jabari Parker,PF,112,-0.3,1.1,0.1,parkeja01,BOS,2022
Juancho Hernangómez,PF,96,-6.9,-1.4,-0.2,hernaju01,BOS,2022
Luke Kornet,C,85,0.6,1.4,0.1,kornelu01,BOS,2022
Brodric Thomas,SG,60,-3.6,0.8,0.0,thomabr01,BOS,2022
Bruno Fernando,C,58,-3.2,0.4,0.0,fernabr01,BOS,2022
Malik Fitts,PF,28,8.6,1.2,0.1,fittsma01,BOS,2022
Nik Stauskas,SG,15,-2.4,-4.8,0.0,stausni01,BOS,2022
Kelan Martin,SF,6,-14.7,-10.5,0.0,martike03,BOS,2022
Matt Ryan,SF,5,-9.9,-3.8,0.0,ryanma01,BOS,2022
Juwan Morgan,PF,4,-4.0,-2.0,0.0,morgaju01,BOS,2022
C.J. Miles,SG,2,-16.3,0.0,0.0,milescj01,BOS,2022
Joe Johnson,SG,2,12.1,2.8,0.0,johnsjo02,BOS,2022
Justin Jackson,SF,2,1.9,-4.4,0.0,jacksju01,BOS,2022
