Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Julius Randle,PF,2544,0.4,0.2,1.6,randlju01,NYK,2022
RJ Barrett,SF,2417,-0.3,-1.3,0.2,barrerj01,NYK,2022
Evan Fournier,SG,2358,-0.4,-0.3,0.7,fournev01,NYK,2022
Alec Burks,SG,2318,-0.4,1.2,1.7,burksal01,NYK,2022
Mitchell Robinson,C,1848,1.0,1.2,2.0,robinmi01,NYK,2022
Immanuel Quickley,PG,1802,0.2,0.0,1.0,quickim01,NYK,2022
Obi Toppin,PF,1230,1.7,0.3,1.2,toppiob01,NYK,2022
Kemba Walker,PG,948,0.7,-0.2,0.6,walkeke02,NYK,2022
Taj Gibson,C,946,-3.0,1.0,0.0,gibsota01,NYK,2022
Quentin Grimes,SG,786,-1.2,0.9,0.3,grimequ01,NYK,2022
Derrick Rose,PG,636,2.3,0.0,0.7,rosede01,NYK,2022
Nerlens Noel,C,562,-3.1,3.3,0.3,noelne01,NYK,2022
Jericho Sims,PF,555,-2.8,1.1,0.0,simsje01,NYK,2022
Miles McBride,PG,372,-5.5,1.0,-0.2,mcbrimi01,NYK,2022
Cam Reddish,SF,215,-2.0,1.2,0.1,reddica01,NYK,2022
Kevin Knox,SF,111,0.5,-1.9,0.0,knoxke01,NYK,2022
Ryan Arcidiacono,PG,76,-4.6,0.0,-0.1,arcidry01,NYK,2022
Damyean Dotson,SG,21,-3.7,-1.2,0.0,dotsoda01,NYK,2022
Wayne Selden,SG,19,-4.3,-1.6,0.0,seldewa01,NYK,2022
Feron Hunt,SF,8,-12.3,1.0,0.0,huntfe01,NYK,2022
Danuel House Jr.,SF,3,-12.6,-7.8,0.0,houseda01,NYK,2022
Matt Mooney,SG,2,-33.9,11.5,0.0,moonema01,NYK,2022
Tyler Hall,SG,2,-8.1,-0.5,0.0,hallty01,NYK,2022
