Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Darius Garland,PG,2430,3.4,-0.8,2.8,garlada01,CLE,2022
Evan Mobley,PF,2331,-0.9,1.5,1.5,mobleev01,CLE,2022
Isaac Okoro,SF,1981,-2.4,0.7,0.1,okorois01,CLE,2022
Lauri Markkanen,SF,1878,0.4,-0.1,1.1,markkla01,CLE,2022
Jarrett Allen,C,1809,2.7,1.2,2.7,allenja01,CLE,2022
Kevin Love,C,1665,4.4,0.1,2.7,loveke01,CLE,2022
Cedi Osman,SF,1462,-0.3,0.5,0.8,osmande01,CLE,2022
Lamar Stevens,PF,1015,-3.2,0.3,-0.2,stevela01,CLE,2022
Dean Wade,PF,980,-1.9,1.3,0.4,wadede01,CLE,2022
Ricky Rubio,PG,970,-1.0,1.2,0.5,rubiori01,CLE,2022
Caris LeVert,SG,567,-2.1,-1.1,-0.2,leverca01,CLE,2022
Brandon Goodwin,PG,502,-2.6,1.1,0.1,goodwbr01,CLE,2022
Dylan Windler,SF,459,-3.0,1.2,0.0,windldy01,CLE,2022
Rajon Rondo,PG,408,-0.7,1.0,0.2,rondora01,CLE,2022
Collin Sexton,SG,316,-3.5,-0.7,-0.2,sextoco01,CLE,2022
Denzel Valentine,SG,204,-2.7,0.3,0.0,valende01,CLE,2022
Ed Davis,C,201,-4.2,2.5,0.0,davised01,CLE,2022
Moses Brown,C,176,-0.2,-1.7,0.0,brownmo01,CLE,2022
Kevin Pangos,PG,166,-4.7,-1.4,-0.2,pangoke01,CLE,2022
RJ Nembhard Jr.,SG,63,-4.4,-1.5,-0.1,nembhrj01,CLE,2022
Tacko Fall,C,59,-4.1,0.8,0.0,fallta01,CLE,2022
Justin Anderson,SF,47,-3.0,0.4,0.0,anderju01,CLE,2022
Luke Kornet,C,15,-6.7,-3.2,0.0,kornelu01,CLE,2022
Tre Scott,SF,11,-4.8,1.8,0.0,scotttr01,CLE,2022
Malik Newman,PG,8,6.3,0.1,0.0,newmama01,CLE,2022
Tim Frazier,PG,8,-17.8,-5.8,0.0,fraziti01,CLE,2022
