Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Franz Wagner,SF,2429,-0.4,-0.3,0.8,wagnefr01,ORL,2022
Cole Anthony,PG,2059,-0.6,-0.6,0.4,anthoco01,ORL,2022
Wendell Carter Jr.,PF,1852,1.0,0.6,1.7,cartewe01,ORL,2022
Mo Bamba,C,1824,-0.2,0.9,1.2,bambamo01,ORL,2022
Chuma Okeke,PF,1749,-1.6,1.5,0.8,okekech01,ORL,2022
Gary Harris,SG,1730,-2.0,-0.4,-0.2,harriga01,ORL,2022
Terrence Ross,SG,1448,-2.5,-1.1,-0.6,rosste01,ORL,2022
R.J. Hampton,SG,1402,-4.0,-0.1,-0.7,hamptrj01,ORL,2022
Jalen Suggs,PG,1307,-5.3,-0.2,-1.2,suggsja01,ORL,2022
Moritz Wagner,C,960,1.5,0.1,0.9,wagnemo01,ORL,2022
Robin Lopez,C,612,-2.4,-1.4,-0.3,lopezro01,ORL,2022
Ignas Brazdeikis,SF,536,-2.7,-1.6,-0.3,brazdig01,ORL,2022
Admiral Schofield,SF,469,-4.2,-1.2,-0.4,schofad01,ORL,2022
Markelle Fultz,PG,360,-0.1,0.4,0.2,fultzma01,ORL,2022
Tim Frazier,PG,200,-6.4,-1.7,-0.3,fraziti01,ORL,2022
Mychal Mulder,PG,195,-6.9,-1.7,-0.3,muldemy01,ORL,2022
Hassani Gravett,PG,171,-2.4,0.2,0.0,graveha01,ORL,2022
Devin Cannady,PG,145,-2.8,-0.4,0.0,cannade01,ORL,2022
Freddie Gillespie,PF,119,-5.6,1.0,-0.1,gillefr01,ORL,2022
Jeff Dowtin Jr.,PG,77,-5.8,0.2,-0.1,dowtije01,ORL,2022
Aleem Ford,SF,74,-9.1,-2.2,-0.2,fordal03,ORL,2022
B.J. Johnson,SF,65,-0.7,-3.9,0.0,johnsbj01,ORL,2022
