Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Saddiq Bey,SF,2704,0.9,-1.2,1.2,beysa01,DET,2022
Cade Cunningham,SG,2088,-1.1,-0.5,0.2,cunnica01,DET,2022
Isaiah Stewart,C,1816,-2.5,-0.8,-0.6,stewais01,DET,2022
Killian Hayes,PG,1647,-4.3,0.8,-0.6,hayeski01,DET,2022
Cory Joseph,PG,1600,-2.0,-0.1,0.0,josepco01,DET,2022
Jerami Grant,PF,1500,1.4,-0.2,1.2,grantje01,DET,2022
Hamidou Diallo,SG,1269,-1.2,0.7,0.5,diallha01,DET,2022
Frank Jackson,PG,1164,-1.8,-1.7,-0.4,jacksfr01,DET,2022
Trey Lyles,PF,990,0.5,-0.4,0.5,lylestr01,DET,2022
Kelly Olynyk,C,764,0.5,1.0,0.7,olynyke01,DET,2022
Rodney McGruder,SG,754,-0.7,-0.7,0.1,mcgruro01,DET,2022
Josh Jackson,SF,707,-3.5,-0.2,-0.3,jacksjo02,DET,2022
Saben Lee,PG,604,-1.9,1.5,0.2,leesa01,DET,2022
Marvin Bagley III,PF,490,0.4,-0.9,0.2,baglema01,DET,2022
Luka Garza,C,389,-0.5,-2.0,-0.1,garzalu01,DET,2022
Isaiah Livers,SF,383,-1.3,-0.2,0.0,liveris01,DET,2022
Braxton Key,SF,191,-3.7,0.5,-0.1,keybr01,DET,2022
Jamorko Pickett,PF,176,-2.8,-2.1,-0.1,pickeja01,DET,2022
Cassius Stanley,SG,155,-4.9,-1.0,-0.2,stanlca01,DET,2022
Derrick Walton,PG,108,-5.3,1.0,-0.1,waltode01,DET,2022
Justin Robinson,PG,91,-4.7,-2.3,-0.1,robinju01,DET,2022
Carsen Edwards,SG,79,-6.0,-3.4,-0.1,edwarca01,DET,2022
Micah Potter,C,31,-4.0,-3.0,0.0,pottemi01,DET,2022
Cheick Diallo,C,31,-4.2,-3.3,0.0,diallch01,DET,2022
Deividas Sirvydis,SG,27,-10.8,2.2,0.0,sirvyde01,DET,2022
Trayvon Palmer,SG,17,-13.1,-1.8,-0.1,palmetr01,DET,2022
Jaysean Paige,PG,7,-25.0,-6.5,0.0,paigeja01,DET,2022
