Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Royce O'Neale,SF,2406,-0.8,1.7,1.7,onealro01,UTA,2022
Donovan Mitchell,SG,2266,4.6,-0.3,3.6,mitchdo01,UTA,2022
Jordan Clarkson,SG,2141,0.5,-1.2,0.7,clarkjo01,UTA,2022
Bojan Bogdanović,PF,2131,1.6,-1.6,1.1,bogdabo02,UTA,2022
Rudy Gobert,C,2120,2.9,1.7,3.6,goberru01,UTA,2022
Mike Conley,PG,2058,2.4,0.7,2.7,conlemi01,UTA,2022
Hassan Whiteside,C,1162,0.6,1.4,1.2,whiteha01,UTA,2022
Joe Ingles,SF,1122,-0.7,0.5,0.5,inglejo01,UTA,2022
Rudy Gay,PF,1038,-0.7,-0.3,0.3,gayru01,UTA,2022
Trent Forrest,PG,765,-2.3,1.2,0.2,forretr01,UTA,2022
Eric Paschall,PF,736,0.5,-1.0,0.3,pascher01,UTA,2022
Danuel House Jr.,SF,491,0.5,0.7,0.4,houseda01,UTA,2022
Jared Butler,SG,360,-2.3,0.7,0.0,butleja02,UTA,2022
Juancho Hernangómez,PF,298,1.5,0.7,0.3,hernaju01,UTA,2022
Udoka Azubuike,C,195,-1.8,0.4,0.0,azubuud01,UTA,2022
Nickeil Alexander-Walker,SG,149,-2.9,1.2,0.0,alexani01,UTA,2022
Elijah Hughes,SF,112,-1.2,-0.3,0.0,hugheel01,UTA,2022
Miye Oni,SG,44,-7.6,-0.3,-0.1,onimi01,UTA,2022
Malik Fitts,PF,35,-7.9,-1.9,-0.1,fittsma01,UTA,2022
Xavier Sneed,SF,31,-4.9,-3.3,0.0,sneedxa01,UTA,2022
Greg Monroe,C,26,4.6,-0.3,0.0,monrogr01,UTA,2022
Norvel Pelle,C,19,-3.0,-4.1,0.0,pelleno01,UTA,2022
Denzel Valentine,SG,18,-8.1,1.6,0.0,valende01,UTA,2022
Zylan Cheatham,SF,5,-19.3,-11.3,0.0,cheatzy01,UTA,2022
