Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Herbert Jones,PF,2335,-2.0,1.5,0.9,joneshe01,NOP,2022
Jonas Valančiūnas,C,2240,2.0,-0.1,2.2,valanjo01,NOP,2022
Devonte' Graham,PG,2162,0.2,-1.2,0.5,grahade01,NOP,2022
Brandon Ingram,SF,1869,2.6,-0.6,1.9,ingrabr01,NOP,2022
Jaxson Hayes,C,1398,0.6,-0.3,0.8,hayesja02,NOP,2022
Josh Hart,SG,1374,-0.2,0.9,0.9,hartjo01,NOP,2022
Nickeil Alexander-Walker,SG,1317,-1.7,-1.3,-0.3,alexani01,NOP,2022
Garrett Temple,SG,1098,-2.8,0.3,-0.1,templga01,NOP,2022
CJ McCollum,PG,878,5.3,-0.7,1.5,mccolcj01,NOP,2022
Trey Murphy III,SF,864,0.2,-1.4,0.2,murphtr02,NOP,2022
Willy Hernangómez,C,839,1.8,-1.5,0.5,hernawi01,NOP,2022
Jose Alvarado,PG,834,-0.5,2.4,0.8,alvarjo01,NOP,2022
Naji Marshall,SF,735,-2.7,-0.5,-0.2,marshna01,NOP,2022
Tomáš Satoranský,SG,481,-5.1,-0.5,-0.4,satorto01,NOP,2022
Gary Clark,PF,378,0.1,0.0,0.2,clarkga01,NOP,2022
Kira Lewis Jr.,PG,341,-2.8,-1.2,-0.2,lewiski01,NOP,2022
Tony Snell,SG,277,-2.0,-0.6,0.0,snellto01,NOP,2022
Larry Nance Jr.,PF,182,-1.1,-0.8,0.0,nancela02,NOP,2022
Tyrone Wallace,SG,75,-7.7,-0.6,-0.1,wallaty01,NOP,2022
Jared Harper,PG,43,14.2,3.1,0.2,harpeja01,NOP,2022
Alize Johnson,PF,28,-1.9,-3.0,0.0,johnsal02,NOP,2022
Didi Louzada,SF,7,-4.1,-8.4,0.0,louzama01,NOP,2022
