Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Jalen Green,SG,2138,-0.5,-2.4,-0.5,greenja05,HOU,2022
Christian Wood,C,2094,2.1,-0.4,1.9,woodch01,HOU,2022
Jae'Sean Tate,PF,2056,-1.3,-0.5,0.1,tateja01,HOU,2022
Kevin Porter Jr.,PG,1907,-0.1,-1.6,0.2,porteke02,HOU,2022
Garrison Mathews,SG,1712,-1.3,-1.0,-0.1,mathega01,HOU,2022
Eric Gordon,SG,1669,-0.1,-2.2,-0.1,gordoer01,HOU,2022
KJ Martin,SF,1656,0.0,-1.2,0.4,martike04,HOU,2022
Alperen Şengün,C,1489,-1.6,0.6,0.4,sengual01,HOU,2022
Josh Christopher,SG,1334,-2.2,-1.3,-0.5,chrisjo01,HOU,2022
Armoni Brooks,SG,690,-2.6,-1.8,-0.4,brookar01,HOU,2022
David Nwaba,SF,609,-0.6,0.0,0.2,nwabada01,HOU,2022
Daniel Theis,C,584,-2.6,-0.9,-0.2,theisda01,HOU,2022
D.J. Augustin,PG,510,-1.4,-2.9,-0.3,augusdj01,HOU,2022
Dennis Schröder,PG,404,-2.5,-1.9,-0.2,schrode01,HOU,2022
Daishen Nix,SG,261,-5.4,-1.0,-0.3,nixda01,HOU,2022
Usman Garuba,PF,239,-1.8,0.9,0.1,garubus01,HOU,2022
Danuel House Jr.,SF,233,-4.8,-0.7,-0.2,houseda01,HOU,2022
Bruno Fernando,C,94,1.3,0.2,0.1,fernabr01,HOU,2022
Trevelin Queen,SG,74,2.7,-0.8,0.1,queentr01,HOU,2022
